/	in=0	out=7	meta
/404.html	in=0	out=0	meta
/about	in=0	out=3	meta
/authors/farrukh-abdullah	in=108	out=0	authors
/axolotl-in-culture	in=0	out=4	axolotl-in-culture
/axolotl-in-culture/adopt-me-axolotl-guide	in=2	out=5	axolotl-in-culture
/axolotl-in-culture/axolotl-in-pop-culture-and-memes	in=2	out=5	axolotl-in-culture
/axolotl-in-culture/minecraft-axolotls-guide	in=5	out=5	axolotl-in-culture
/axolotl-in-culture/why-axolotls-are-suddenly-popular	in=4	out=6	axolotl-in-culture
/axolotls	in=0	out=1	axolotls
/axolotls/care-guide	in=7	out=6	axolotls
/biology-and-science	in=0	out=8	biology-and-science
/biology-and-science/anatomy-gills-and-lungs	in=6	out=8	biology-and-science
/biology-and-science/axolotl-vs-tiger-salamander	in=3	out=4	biology-and-science
/biology-and-science/conservation-status	in=6	out=6	biology-and-science
/biology-and-science/is-axolotl-amphibian	in=4	out=4	biology-and-science
/biology-and-science/lifespan-wild-vs-captivity	in=2	out=4	biology-and-science
/biology-and-science/neoteny	in=6	out=5	biology-and-science
/biology-and-science/regeneration-and-limb-regrowth	in=4	out=6	biology-and-science
/biology-and-science/wild-habitat-xochimilco	in=5	out=4	biology-and-science
/breeding	in=0	out=6	breeding
/breeding/breeding-triggers-temperature-cycling	in=4	out=4	breeding
/breeding/color-genetics-punnett-squares	in=9	out=7	breeding
/breeding/egg-and-larvae-care	in=6	out=6	breeding
/breeding/genetics-and-inbreeding	in=3	out=4	breeding
/breeding/raising-juveniles	in=6	out=6	breeding
/breeding/sexing-axolotls	in=2	out=4	breeding
/care-basics	in=0	out=10	care-basics
/care-basics/are-axolotls-good-beginner-pets	in=5	out=6	care-basics
/care-basics/axolotl-age-and-size-chart	in=2	out=5	care-basics
/care-basics/axolotl-facts	in=4	out=5	care-basics
/care-basics/axolotl-intelligence-and-bonding	in=2	out=4	care-basics
/care-basics/axolotls-and-children	in=3	out=7	care-basics
/care-basics/behavior	in=3	out=5	care-basics
/care-basics/cost-of-ownership-monthly	in=4	out=7	care-basics
/care-basics/handling	in=3	out=5	care-basics
/care-basics/how-to-pronounce-axolotl	in=2	out=4	care-basics
/care-basics/keeping-multiple-axolotls	in=3	out=5	care-basics
/contact	in=0	out=0	meta
/cost-and-buying	in=0	out=6	cost-and-buying
/cost-and-buying/axolotl-price-by-morph	in=6	out=5	cost-and-buying
/cost-and-buying/breeder-vs-pet-store	in=5	out=4	cost-and-buying
/cost-and-buying/choosing-a-reputable-breeder	in=4	out=4	cost-and-buying
/cost-and-buying/how-to-choose-a-healthy-axolotl	in=4	out=4	cost-and-buying
/cost-and-buying/red-flags-when-buying	in=3	out=4	cost-and-buying
/cost-and-buying/shipping-live-axolotls	in=3	out=5	cost-and-buying
/diet	in=0	out=12	diet
/diet/axolotl-pellets	in=2	out=4	diet
/diet/beef-heart	in=2	out=4	diet
/diet/best-foods-list	in=7	out=6	diet
/diet/blackworms-for-juveniles	in=3	out=5	diet
/diet/fasting-and-vacation	in=4	out=4	diet
/diet/feeder-fish-risks	in=5	out=4	diet
/diet/feeding-schedule-by-age	in=11	out=6	diet
/diet/how-to-hand-feed	in=2	out=4	diet
/diet/live-vs-frozen-food	in=5	out=5	diet
/diet/overfeeding-and-impaction	in=6	out=5	diet
/diet/shrimp-for-axolotls	in=2	out=5	diet
/diet/vitamin-and-supplement-needs	in=2	out=4	diet
/editorial-policy	in=0	out=0	meta
/editors/ananda-abidin	in=108	out=0	editors
/gifts-and-merch	in=0	out=4	gifts-and-merch
/gifts-and-merch/axolotl-squishmallow-guide	in=4	out=4	gifts-and-merch
/gifts-and-merch/best-axolotl-lego-sets	in=2	out=4	gifts-and-merch
/gifts-and-merch/best-axolotl-toys-and-plushies	in=5	out=5	gifts-and-merch
/gifts-and-merch/build-a-bear-axolotl-guide	in=3	out=4	gifts-and-merch
/health	in=0	out=19	health
/health/ammonia-burns	in=3	out=5	health
/health/black-tea-bath	in=4	out=4	health
/health/curled-gills-stress-signal	in=6	out=7	health
/health/emergency-first-aid	in=3	out=16	health
/health/finding-an-exotic-vet	in=5	out=7	health
/health/fridging-sick-axolotl	in=5	out=4	health
/health/fungal-infections-saprolegnia	in=11	out=6	health
/health/impaction-symptoms-treatment	in=6	out=7	health
/health/limb-regeneration	in=3	out=5	health
/health/malnutrition-signs	in=4	out=5	health
/health/minor-scrapes-and-wounds	in=4	out=5	health
/health/parasite-treatment	in=3	out=7	health
/health/quarantine-tub	in=6	out=5	health
/health/red-leg-syndrome	in=4	out=5	health
/health/refusing-to-eat	in=12	out=5	health
/health/salt-bath	in=3	out=4	health
/health/shrinking-gills	in=3	out=6	health
/health/stress-signs	in=4	out=6	health
/health/why-axolotl-floating	in=5	out=4	health
/legal	in=0	out=7	legal
/legal/california	in=7	out=6	legal
/legal/canada	in=5	out=6	legal
/legal/hawaii	in=2	out=5	legal
/legal/maine	in=5	out=6	legal
/legal/new-jersey	in=3	out=5	legal
/legal/new-mexico	in=2	out=5	legal
/legal/virginia	in=6	out=6	legal
/morphs	in=0	out=13	morphs
/morphs/blue-and-pink-axolotl-myth	in=2	out=5	morphs
/morphs/chimera	in=7	out=6	morphs
/morphs/copper	in=3	out=6	morphs
/morphs/enigma-firefly-mac	in=3	out=5	morphs
/morphs/gfp-axolotl	in=3	out=4	morphs
/morphs/golden-albino	in=4	out=5	morphs
/morphs/leucistic	in=10	out=9	morphs
/morphs/melanoid	in=4	out=5	morphs
/morphs/morphs-comparison-chart	in=4	out=12	morphs
/morphs/mosaic	in=4	out=5	morphs
/morphs/piebald	in=3	out=6	morphs
/morphs/pigment-cells	in=6	out=6	morphs
/morphs/wild-type	in=9	out=10	morphs
/privacy	in=0	out=0	meta
/search	in=0	out=0	meta
/tank-setup	in=0	out=18	tank-setup
/tank-setup/acclimating-a-new-axolotl	in=4	out=6	tank-setup
/tank-setup/aquarium-chillers	in=6	out=4	tank-setup
/tank-setup/canister-vs-sponge-filter	in=2	out=4	tank-setup
/tank-setup/filtration-for-axolotls	in=4	out=4	tank-setup
/tank-setup/gravel-risks	in=4	out=5	tank-setup
/tank-setup/hides-and-caves	in=3	out=4	tank-setup
/tank-setup/lighting-for-axolotls	in=4	out=4	tank-setup
/tank-setup/live-vs-artificial-plants	in=3	out=4	tank-setup
/tank-setup/setup-guide	in=10	out=6	tank-setup
/tank-setup/substrate-and-impaction	in=5	out=5	tank-setup
/tank-setup/tank-mates	in=2	out=5	tank-setup
/tank-setup/tank-size-by-age	in=4	out=6	tank-setup
/tank-setup/temperature	in=6	out=4	tank-setup
/tank-setup/uneaten-food-and-ammonia	in=4	out=4	tank-setup
/tank-setup/water-change-guide	in=2	out=9	tank-setup
/tank-setup/water-conditioners	in=5	out=7	tank-setup
/tank-setup/water-parameters-cycling	in=18	out=4	tank-setup
/tank-setup/why-tank-water-smells	in=3	out=4	tank-setup
/tools	in=0	out=4	tools
/tools/feeding-schedule-generator	in=0	out=2	tools
/tools/nitrogen-cycle-tracker	in=0	out=1	tools
/tools/symptom-checker	in=0	out=3	tools
/tools/tank-size-calculator	in=0	out=3	tools
/tools/water-conditioner-dosage-calculator	in=0	out=1	tools
